,Errors,Epochs,Denominator,Algorithm,Parameters
0,1.6405175966035743,120,-,HAM,"(0.25, 1)"
1,1.3525592719289978,120,-,HAM,"(0.5, 1)"
2,0.4458369828736948,120,-,HAM,"(1, 3)"
3,3.4815156582813214,120,-,HAM,"(1, 5)"
4,0.17792889611436835,60,spatial,LAIS,"(0.25, 1)"
5,1.7831268416136783,60,-,HAM,"(0.25, 1)"
6,0.2375182696736385,60,spatial,LAIS,"(0.5, 1)"
7,3.720848165716472,60,-,HAM,"(0.5, 1)"
8,0.3237661967973401,60,spatial,LAIS,"(1, 3)"
9,0.6481109940127691,60,-,HAM,"(1, 3)"
10,0.4103794986570936,60,spatial,LAIS,"(1, 5)"
11,4.829313608525508,60,-,HAM,"(1, 5)"
12,1.3003375410982456,60,temporal,LAIS,"(0.25, 1)"
13,0.852507303831539,60,temporal,LAIS,"(0.5, 1)"
14,0.5342474018550011,60,temporal,LAIS,"(1, 3)"
15,0.908090602672905,60,temporal,LAIS,"(1, 5)"
16,0.08056250891821347,60,all,LAIS,"(0.25, 1)"
17,0.08809105459556284,60,all,LAIS,"(0.5, 1)"
18,0.047501629512860084,60,all,LAIS,"(1, 3)"
19,0.06291817471751644,60,all,LAIS,"(1, 5)"
20,1.0065397443273627,120,-,HAM,"(0.25, 1)"
21,1.52219258536243,120,-,HAM,"(0.5, 1)"
22,0.32341968206345656,120,-,HAM,"(1, 3)"
23,2.0510875970783187,120,-,HAM,"(1, 5)"
24,0.2551269574425511,60,spatial,LAIS,"(0.25, 1)"
25,2.6050307729966757,60,-,HAM,"(0.25, 1)"
26,0.12775740401611785,60,spatial,LAIS,"(0.5, 1)"
27,1.8864501601997472,60,-,HAM,"(0.5, 1)"
28,0.13442652146344325,60,spatial,LAIS,"(1, 3)"
29,0.6454768208580075,60,-,HAM,"(1, 3)"
30,0.2737972363642043,60,spatial,LAIS,"(1, 5)"
31,3.247176570509341,60,-,HAM,"(1, 5)"
32,1.099421809039344,60,temporal,LAIS,"(0.25, 1)"
33,1.0212207420230155,60,temporal,LAIS,"(0.5, 1)"
34,0.4865504972812267,60,temporal,LAIS,"(1, 3)"
35,0.3138225781633485,60,temporal,LAIS,"(1, 5)"
36,0.09748503848556507,60,all,LAIS,"(0.25, 1)"
37,0.2123902317033119,60,all,LAIS,"(0.5, 1)"
38,0.11511902733321172,60,all,LAIS,"(1, 3)"
39,0.10488139077748836,60,all,LAIS,"(1, 5)"
40,1.295157066262147,120,-,HAM,"(0.25, 1)"
41,0.9657893429740028,120,-,HAM,"(0.5, 1)"
42,0.3086018277675611,120,-,HAM,"(1, 3)"
43,4.889370359650637,120,-,HAM,"(1, 5)"
44,0.29005559643010714,60,spatial,LAIS,"(0.25, 1)"
45,3.226996480087996,60,-,HAM,"(0.25, 1)"
46,0.7137781072339985,60,spatial,LAIS,"(0.5, 1)"
47,1.9066448469725816,60,-,HAM,"(0.5, 1)"
48,0.3197079946763141,60,spatial,LAIS,"(1, 3)"
49,0.7166023456461674,60,-,HAM,"(1, 3)"
50,0.23250994932113014,60,spatial,LAIS,"(1, 5)"
51,7.159819255957808,60,-,HAM,"(1, 5)"
52,0.8183701328244384,60,temporal,LAIS,"(0.25, 1)"
53,0.4494142963810764,60,temporal,LAIS,"(0.5, 1)"
54,0.6607296032600066,60,temporal,LAIS,"(1, 3)"
55,0.6220904350604608,60,temporal,LAIS,"(1, 5)"
56,0.04957593083201641,60,all,LAIS,"(0.25, 1)"
57,0.07697640359633891,60,all,LAIS,"(0.5, 1)"
58,0.08699813709405564,60,all,LAIS,"(1, 3)"
59,0.08427523177550489,60,all,LAIS,"(1, 5)"
60,0.500732944815332,120,-,HAM,"(0.25, 1)"
61,0.5403881787327166,120,-,HAM,"(0.5, 1)"
62,0.4674914145807964,120,-,HAM,"(1, 3)"
63,1.520485017388009,120,-,HAM,"(1, 5)"
64,0.189944551995584,60,spatial,LAIS,"(0.25, 1)"
65,1.9112487608467996,60,-,HAM,"(0.25, 1)"
66,0.09455384670810804,60,spatial,LAIS,"(0.5, 1)"
67,1.3658877420565736,60,-,HAM,"(0.5, 1)"
68,0.1805278078187104,60,spatial,LAIS,"(1, 3)"
69,0.5231264994404764,60,-,HAM,"(1, 3)"
70,0.1816924710967239,60,spatial,LAIS,"(1, 5)"
71,1.8015910248380056,60,-,HAM,"(1, 5)"
72,0.8425255807600541,60,temporal,LAIS,"(0.25, 1)"
73,1.7639922113565885,60,temporal,LAIS,"(0.5, 1)"
74,0.4331734573433351,60,temporal,LAIS,"(1, 3)"
75,0.3282863411062572,60,temporal,LAIS,"(1, 5)"
76,0.11798006873861253,60,all,LAIS,"(0.25, 1)"
77,0.12317137819616965,60,all,LAIS,"(0.5, 1)"
78,0.20473635866491252,60,all,LAIS,"(1, 3)"
79,0.04379901238695663,60,all,LAIS,"(1, 5)"
80,2.3582886379670285,120,-,HAM,"(0.25, 1)"
81,1.0440294927460942,120,-,HAM,"(0.5, 1)"
82,0.6733012153675959,120,-,HAM,"(1, 3)"
83,1.6882869787196253,120,-,HAM,"(1, 5)"
84,0.04633560165453554,60,spatial,LAIS,"(0.25, 1)"
85,2.1207057427135667,60,-,HAM,"(0.25, 1)"
86,0.376244326383656,60,spatial,LAIS,"(0.5, 1)"
87,2.15340922833711,60,-,HAM,"(0.5, 1)"
88,0.18870534677976386,60,spatial,LAIS,"(1, 3)"
89,0.4505855616239238,60,-,HAM,"(1, 3)"
90,0.20102192741935912,60,spatial,LAIS,"(1, 5)"
91,0.3745144442913865,60,-,HAM,"(1, 5)"
92,1.0658264217731999,60,temporal,LAIS,"(0.25, 1)"
93,0.626957370049653,60,temporal,LAIS,"(0.5, 1)"
94,0.487249727295885,60,temporal,LAIS,"(1, 3)"
95,0.7519084909782323,60,temporal,LAIS,"(1, 5)"
96,0.1895712249625335,60,all,LAIS,"(0.25, 1)"
97,0.09442090630570972,60,all,LAIS,"(0.5, 1)"
98,0.10252726277854077,60,all,LAIS,"(1, 3)"
99,0.07536659628161849,60,all,LAIS,"(1, 5)"
100,0.4767572614369581,120,-,HAM,"(0.25, 1)"
101,0.6998789855030985,120,-,HAM,"(0.5, 1)"
102,0.3690644681803146,120,-,HAM,"(1, 3)"
103,4.4622513326303705,120,-,HAM,"(1, 5)"
104,0.6738199386343645,60,spatial,LAIS,"(0.25, 1)"
105,2.6976891181346487,60,-,HAM,"(0.25, 1)"
106,0.18190272933479806,60,spatial,LAIS,"(0.5, 1)"
107,1.4843158633905138,60,-,HAM,"(0.5, 1)"
108,0.1901037406025105,60,spatial,LAIS,"(1, 3)"
109,0.5911389306372665,60,-,HAM,"(1, 3)"
110,0.05850221904127269,60,spatial,LAIS,"(1, 5)"
111,1.7082084963630455,60,-,HAM,"(1, 5)"
112,0.5670208760545774,60,temporal,LAIS,"(0.25, 1)"
113,2.530765471886908,60,temporal,LAIS,"(0.5, 1)"
114,1.4081359190003613,60,temporal,LAIS,"(1, 3)"
115,0.3300150244529433,60,temporal,LAIS,"(1, 5)"
116,0.09312954031827593,60,all,LAIS,"(0.25, 1)"
117,0.2554331878188047,60,all,LAIS,"(0.5, 1)"
118,0.1748667020875571,60,all,LAIS,"(1, 3)"
119,0.11728988739429545,60,all,LAIS,"(1, 5)"
120,1.4214030119584713,120,-,HAM,"(0.25, 1)"
121,1.443634365642391,120,-,HAM,"(0.5, 1)"
122,0.2509883714241386,120,-,HAM,"(1, 3)"
123,0.7574781952585969,120,-,HAM,"(1, 5)"
124,0.33258351279844645,60,spatial,LAIS,"(0.25, 1)"
125,1.2194260022863617,60,-,HAM,"(0.25, 1)"
126,0.12354136798577685,60,spatial,LAIS,"(0.5, 1)"
127,3.1004216463156413,60,-,HAM,"(0.5, 1)"
128,0.5677078757252221,60,spatial,LAIS,"(1, 3)"
129,0.42633079902697146,60,-,HAM,"(1, 3)"
130,0.1491853727704163,60,spatial,LAIS,"(1, 5)"
131,2.263612889699996,60,-,HAM,"(1, 5)"
132,0.7265987744496616,60,temporal,LAIS,"(0.25, 1)"
133,0.5943437659735481,60,temporal,LAIS,"(0.5, 1)"
134,0.8408359429565071,60,temporal,LAIS,"(1, 3)"
135,0.8881673456545803,60,temporal,LAIS,"(1, 5)"
136,0.12088041228412068,60,all,LAIS,"(0.25, 1)"
137,0.25036095047788176,60,all,LAIS,"(0.5, 1)"
138,0.05732486882915443,60,all,LAIS,"(1, 3)"
139,0.04333075676966373,60,all,LAIS,"(1, 5)"
140,2.371721942734951,120,-,HAM,"(0.25, 1)"
141,1.49235145499733,120,-,HAM,"(0.5, 1)"
142,0.4572490696883455,120,-,HAM,"(1, 3)"
143,1.3962487181286327,120,-,HAM,"(1, 5)"
144,0.5713969169239961,60,spatial,LAIS,"(0.25, 1)"
145,2.4726359341624917,60,-,HAM,"(0.25, 1)"
146,0.1336380584468264,60,spatial,LAIS,"(0.5, 1)"
147,1.538807543061575,60,-,HAM,"(0.5, 1)"
148,0.5204228258653523,60,spatial,LAIS,"(1, 3)"
149,0.5370549850258051,60,-,HAM,"(1, 3)"
150,0.2254637370066469,60,spatial,LAIS,"(1, 5)"
151,2.2055141296494964,60,-,HAM,"(1, 5)"
152,3.696652249862099,60,temporal,LAIS,"(0.25, 1)"
153,1.0077024272973916,60,temporal,LAIS,"(0.5, 1)"
154,0.4226728818720957,60,temporal,LAIS,"(1, 3)"
155,0.2477700865659255,60,temporal,LAIS,"(1, 5)"
156,0.06703176903563947,60,all,LAIS,"(0.25, 1)"
157,0.10586118170498453,60,all,LAIS,"(0.5, 1)"
