,Errors,Epochs,Denominator,Algorithm,Parameters
0,0.7272640841630442,240,-,HAM,"(0.25, 1)"
1,0.6410049226610166,240,-,HAM,"(0.5, 1)"
2,0.2330995962543497,240,-,HAM,"(1, 3)"
3,0.2725313984572457,240,-,HAM,"(1, 5)"
4,0.3086675554063744,120,spatial,LAIS,"(0.25, 1)"
5,1.807946751374071,120,-,HAM,"(0.25, 1)"
6,0.2873298589331543,120,spatial,LAIS,"(0.5, 1)"
7,1.0452774882004563,120,-,HAM,"(0.5, 1)"
8,0.5177118864126408,120,spatial,LAIS,"(1, 3)"
9,0.7586612435918981,120,-,HAM,"(1, 3)"
10,0.290715076483045,120,spatial,LAIS,"(1, 5)"
11,0.8013406998523411,120,-,HAM,"(1, 5)"
12,0.5610659990746665,120,temporal,LAIS,"(0.25, 1)"
13,0.3794448924379885,120,temporal,LAIS,"(0.5, 1)"
14,2.6532455381887368,120,temporal,LAIS,"(1, 3)"
15,1.4223787037099564,120,temporal,LAIS,"(1, 5)"
16,0.2701348046358346,120,all,LAIS,"(0.25, 1)"
17,1.0663005066095574,120,all,LAIS,"(0.5, 1)"
18,0.13881859315110154,120,all,LAIS,"(1, 3)"
19,0.1288344597886386,120,all,LAIS,"(1, 5)"
20,1.0026598299061733,240,-,HAM,"(0.25, 1)"
21,0.3943459138531874,240,-,HAM,"(0.5, 1)"
22,0.2473514591001103,240,-,HAM,"(1, 3)"
23,0.953122890152646,240,-,HAM,"(1, 5)"
24,0.411890358212952,120,spatial,LAIS,"(0.25, 1)"
25,1.0243277847328538,120,-,HAM,"(0.25, 1)"
26,0.43873235056794735,120,spatial,LAIS,"(0.5, 1)"
27,0.9687608354883344,120,-,HAM,"(0.5, 1)"
28,0.15107103599174018,120,spatial,LAIS,"(1, 3)"
29,0.3445698697361667,120,-,HAM,"(1, 3)"
30,0.05862900827582189,120,spatial,LAIS,"(1, 5)"
31,5.686414105171134,120,-,HAM,"(1, 5)"
32,1.2764556313880102,120,temporal,LAIS,"(0.25, 1)"
33,0.9537143365839948,120,temporal,LAIS,"(0.5, 1)"
34,0.2046104854928684,120,temporal,LAIS,"(1, 3)"
35,0.326867500755092,120,temporal,LAIS,"(1, 5)"
36,0.5120187899266906,120,all,LAIS,"(0.25, 1)"
37,0.08650045044487617,120,all,LAIS,"(0.5, 1)"
38,0.09557962881989804,120,all,LAIS,"(1, 3)"
39,0.11641132486587198,120,all,LAIS,"(1, 5)"
40,0.469766902999973,240,-,HAM,"(0.25, 1)"
41,0.7970740894303525,240,-,HAM,"(0.5, 1)"
42,0.3133922737861289,240,-,HAM,"(1, 3)"
43,0.19043840772448845,240,-,HAM,"(1, 5)"
44,0.27854986401137705,120,spatial,LAIS,"(0.25, 1)"
45,0.8551302921323032,120,-,HAM,"(0.25, 1)"
46,0.3687766396953329,120,spatial,LAIS,"(0.5, 1)"
47,1.3011343468182468,120,-,HAM,"(0.5, 1)"
48,0.10559169547310664,120,spatial,LAIS,"(1, 3)"
49,0.4605236066371091,120,-,HAM,"(1, 3)"
50,0.3853994761168752,120,spatial,LAIS,"(1, 5)"
51,0.1354842323320537,120,-,HAM,"(1, 5)"
52,1.9385504707464467,120,temporal,LAIS,"(0.25, 1)"
53,1.1477243667696335,120,temporal,LAIS,"(0.5, 1)"
54,0.2711974913266451,120,temporal,LAIS,"(1, 3)"
55,0.18991115235074604,120,temporal,LAIS,"(1, 5)"
56,0.19740367306757334,120,all,LAIS,"(0.25, 1)"
57,0.07298101156060385,120,all,LAIS,"(0.5, 1)"
58,0.054761767054287785,120,all,LAIS,"(1, 3)"
59,0.0893899274781305,120,all,LAIS,"(1, 5)"
60,1.3223881456263915,240,-,HAM,"(0.25, 1)"
61,0.8177144358533089,240,-,HAM,"(0.5, 1)"
62,0.2279732034769057,240,-,HAM,"(1, 3)"
63,0.6494601521154537,240,-,HAM,"(1, 5)"
64,0.23056744451251696,120,spatial,LAIS,"(0.25, 1)"
65,2.2335327990724494,120,-,HAM,"(0.25, 1)"
66,0.17858507540225932,120,spatial,LAIS,"(0.5, 1)"
67,2.599784020360413,120,-,HAM,"(0.5, 1)"
68,0.437418649260852,120,spatial,LAIS,"(1, 3)"
